Subsidy,OBJECTIVE
20000,1.35E+08
60000,2.44E+08
40000,1.89E+08
0,8.00E+07
120000,4.11E+08
80000,3.00E+08
100000,3.56E+08
140000,4.66E+08
200000,6.35E+08
160000,5.22E+08
180000,5.79E+08
220000,6.91E+08
240000,7.48E+08
280000,8.62E+08
260000,8.04E+08
300000,9.19E+08
320000,9.76E+08
340000,1.03E+09
360000,1.09E+09
380000,1.15E+09
400000,1.21E+09
440000,1.32E+09
460000,1.38E+09
420000,1.26E+09
480000,1.44E+09
520000,1.55E+09
540000,1.61E+09
500000,1.50E+09
560000,1.67E+09
580000,1.73E+09
620000,1.85E+09
600000,1.79E+09
640000,1.91E+09
660000,1.97E+09
700000,2.09E+09
680000,2.03E+09
720000,2.14E+09
740000,2.20E+09
780000,2.32E+09
760000,2.26E+09
800000,2.38E+09
820000,2.44E+09
840000,2.51E+09
860000,2.57E+09
880000,2.63E+09
900000,2.69E+09
920000,2.75E+09
940000,2.81E+09
960000,2.87E+09
980000,2.93E+09
1000000,2.99E+09
