553,399
573,280
549,394
549,395
547,408
549,394
549,395
543,404
547,409
543,403
550,393
551,394
549,408
545,401
583,269
549,397
572,281
572,280
552,399
582,267
551,397
548,413
547,411
548,412
551,398
587,270
551,398
550,397
548,413
550,396
550,397
551,399
549,402
572,281
572,281
548,413
572,281
548,413
551,397
550,397
572,281
549,400
572,282
549,411
550,399
572,282
552,400
550,398
552,400
549,413
550,398
549,407
550,398
549,411
572,282
548,414
544,405
551,400
582,260
572,282
550,410
572,282
551,399
549,414
584,265
572,282
551,400
572,282
548,414
580,261
572,282
549,414
549,406
548,415
550,409
586,269
572,282
551,400
551,399
573,282
578,261
543,406
572,282
547,414
550,401
551,401
549,412
582,260
584,236
550,402
548,416
547,413
551,402
550,409
545,408
550,403
550,402
544,407
551,402
546,411
550,404
575,263
546,411
550,411
584,258
550,403
551,404
575,263
550,404
550,403
547,413
585,238
551,405
550,409
551,405
546,412
549,416
546,412
544,409
575,261
575,265
543,432
548,416
543,408
547,415
547,416
580,256
575,262
543,409
573,285
573,285
584,244
543,409
542,407
544,434
548,418
542,410
542,427
547,415
585,244
542,426
586,244
548,419
577,257
546,415
575,260
586,246
545,545
575,261
548,541
575,259
575,285
543,419
576,257
566,296
586,255
544,411
573,287
573,287
574,285
547,417
548,420
527,601
576,257
527,600
579,253
574,285
573,287
526,600
526,599
574,286
575,285
588,242
527,597
527,598
575,257
549,423
527,599
574,287
587,260
527,599
541,456
527,599
526,598
575,258
546,416
573,288
573,287
575,262
574,286
575,257
575,256
575,285
542,457
527,596
527,597
541,460
543,417
527,596
588,242
528,596
575,259
528,597
527,598
545,413
576,255
525,594
579,251
548,420
579,251
579,252
546,415
573,288
574,287
525,593
546,561
541,463
525,593
575,286
574,286
546,416
540,460
552,589
579,251
574,286
575,255
540,459
549,424
549,427
540,460
546,415
543,466
573,290
574,286
541,463
573,290
525,592
525,591
529,598
549,428
576,286
548,425
573,289
547,421
539,468
574,286
545,468
573,289
573,289
547,420
575,255
573,289
599,261
539,469
542,467
548,426
529,597
547,420
525,591
529,597
573,290
529,596
576,287
574,287
574,287
575,286
573,289
549,428
526,590
575,258
575,254
548,435
550,431
530,599
599,258
529,594
547,422
530,586
526,589
530,596
574,287
573,290
574,287
573,290
530,588
575,254
530,595
573,291
526,589
573,290
575,258
542,468
544,435
547,420
530,593
530,595
573,290
575,257
573,290
530,586
530,592
549,439
530,594
548,427
549,440
548,438
548,445
547,422
548,439
526,588
547,440
600,257
573,291
530,584
541,472
548,443
573,291
530,585
546,439
530,586
549,444
548,443
547,437
600,267
530,583
547,442
549,448
539,470
549,446
546,477
530,590
530,584
530,589
530,586
547,419
548,447
599,260
540,470
587,247
530,589
549,447
573,290
600,267
531,582
548,435
598,261
574,289
598,259
573,291
551,434
531,586
598,263
599,258
545,414
531,603
543,429
598,259
587,247
546,417
547,456
547,435
598,260
575,287
531,590
547,436
545,438
548,449
597,264
530,593
573,291
531,589
573,291
550,445
530,587
550,446
530,585
542,472
547,447
598,263
546,564
549,445
550,445
550,442
598,264
547,456
531,594
549,451
547,434
546,445
531,589
531,585
531,585
531,584
574,290
540,549
550,451
544,568
530,580
550,447
531,588
547,449
545,474
573,291
550,448
535,585
548,451
545,439
589,266
545,436
574,260
549,454
530,581
531,594
535,585
531,595
546,445
535,585
547,435
542,473
600,269
595,263
594,253
550,460
598,272
594,263
595,265
593,264
595,254
550,460
548,574
595,253
541,554
545,491
550,453
531,587
598,257
542,484
600,246
595,263
574,288
600,245
548,454
594,267
549,579
592,264
592,266
534,565
543,429
547,563
546,489
595,255
550,460
593,263
545,415
549,455
597,258
545,490
600,245
534,569
