Subsidy,OBJECTIVE
20000,1.27E+09
60000,1.20E+09
40000,1.23E+09
0,1.31E+09
80000,1.16E+09
100000,1.12E+09
140000,1.05E+09
120000,1.08E+09
160000,1.01E+09
200000,9.37E+08
220000,9.02E+08
180000,9.72E+08
240000,8.66E+08
280000,8.01E+08
260000,8.33E+08
300000,7.67E+08
320000,7.36E+08
340000,7.05E+08
360000,6.73E+08
380000,6.43E+08
400000,6.15E+08
420000,5.88E+08
460000,5.35E+08
440000,5.61E+08
480000,5.10E+08
500000,4.87E+08
520000,4.66E+08
540000,4.45E+08
560000,4.27E+08
600000,3.96E+08
620000,3.82E+08
580000,4.11E+08
640000,3.72E+08
660000,3.66E+08
700000,3.66E+08
680000,3.63E+08
720000,3.77E+08
740000,4.19E+08
780000,5.53E+08
760000,4.67E+08
800000,5.82E+08
820000,5.87E+08
840000,5.91E+08
860000,5.97E+08
880000,6.03E+08
900000,6.11E+08
920000,6.19E+08
940000,6.26E+08
960000,6.35E+08
980000,6.45E+08
1000000,6.55E+08
