Subsidy,OBJECTIVE
40000,3.99E+07
0,3.53E+07
60000,4.20E+07
20000,3.77E+07
100000,4.77E+07
80000,4.45E+07
140000,5.38E+07
120000,5.04E+07
160000,5.73E+07
200000,6.44E+07
180000,6.15E+07
220000,6.69E+07
260000,7.45E+07
240000,7.06E+07
280000,7.87E+07
300000,8.26E+07
320000,8.70E+07
340000,9.17E+07
360000,9.59E+07
380000,1.00E+08
400000,1.05E+08
440000,1.14E+08
420000,1.09E+08
460000,1.19E+08
480000,1.24E+08
500000,1.29E+08
520000,1.35E+08
540000,1.40E+08
560000,1.45E+08
580000,1.51E+08
600000,1.56E+08
620000,1.61E+08
640000,1.67E+08
660000,1.72E+08
680000,1.78E+08
700000,1.83E+08
720000,1.89E+08
740000,1.95E+08
760000,202920000
780000,212160000
820000,247640000
800000,224000000
840000,306600000
860000,374100000
880000,511280000
900000,558000000
920000,570400000
940000,582800000
960000,595200000
980000,607600000
1000000,620000000
